Data,Cidade,Unidade Hospitalar,Total Leitos Adulto Clínico, Total Leitos Adulto Clínico Ocupados,Total Leitos Adulto Clínico Livre,Total Leitos Adulto UTI,Total Leitos Adulto UTI Ocupados,Total Leitos Adulto UTI Livre,Total Leitos Pediatrico Clinico,Total Leitos Pediatrico Clinico Ocupados,Total Leitos Pediatrico Clinico Livre,Total Leitos Pediatrico UTI,Total Leitos Pediatrico UTI Ocupados,Total Leitos Pediatrico UTI Livre
20/09/2020 11:06:01,Vilhena,Hospital Adamastor Teixeira de Oliveira,20,5,15,20,6,0,0,0,0,0,0,0,
20/09/2020 11:08:58,Ji-Paraná,hospital dr. claudionor couto roriz,38,21,17,0,0,0,2,0,2,0,0,0,
21/09/2020 08:24:07,Vilhena,Hospital Adamastor Teixeira de Oliveira,20,3,17,20,4,0,0,0,0,0,0,0,
21/09/2020 08:44:25,Ariquemes,CENTRO DE AFECÇÕES RESPIRATÓRIAS,14,11,3,18,9,0,2,0,2,0,0,0,
21/09/2020 09:51:13,Jaru,Centro de Atendimento ao Covid 19 Jaru,8,3,5,0,0,0,0,0,0,0,0,0,
21/09/2020 09:54:17,Jaru,Hospital Municipal Sandoval de Araujo Dantas Jaru ,9,0,9,5,2,0,0,0,0,0,0,0,
21/09/2020 10:04:14,Ji-Paraná,hospital dr. claudionor couto roriz,38,17,21,0,0,0,2,0,2,0,0,0,
21/09/2020 07:18:00,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,14,14,0,8,8,0,0,0,0,0,0,0,
21/09/2020 07:58:52,Porto Velho,Assistência Médica Intensiva – AMI,0,0,0,35,10,0,0,0,0,0,0,0,
21/09/2020 08:42:00,Porto Velho,Samar,10,5,5,20,16,0,0,0,0,0,0,0,
21/09/2020 08:48:26,Porto Velho,Hospital do Amor,49,21,28,12,11,0,0,0,0,0,0,0,
21/09/2020 09:00:17,Porto Velho,Hospital Regional de Extrema - HRE,5,1,4,0,0,0,0,0,0,0,0,0,
21/09/2020 09:03:08,Buritis,Hospital Regional de Buritis – HRB,14,3,11,0,0,0,0,0,0,0,0,0,
21/09/2020 09:05:27,São Francisco do Guaporé,Hosp. Reg. de São Fco do Guaporé,9,1,8,1,0,0,0,0,0,0,0,0,
21/09/2020 09:05:40,Porto Velho,Hospital de Campanha,51,24,27,20,10,0,0,0,0,0,0,0,
21/09/2020 09:06:02,Porto Velho,Hospital de Campanha Zona Leste,20,7,13,20,9,0,0,0,0,0,0,0,
21/09/2020 09:22:42,Porto Velho,Hospital Infantil Cosme e Damião – HICD,0,0,0,0,0,7,18,4,14,7,0,7,
21/09/2020 09:57:46,Porto Velho,Hospital de Base Dr. Ary Pinheiro – HB,40,23,17,10,4,2,0,0,0,2,0,2,
21/09/2020 10:11:22,Porto Velho,Cemetron,60,52,8,19,13,0,0,0,0,0,0,0,
21/09/2020 10:13:40,Cacoal,Hospital Regional de Cacoal – HRC,20,11,9,28,22,1,3,0,3,1,0,1,
21/09/2020 11:09:27,Cacoal,10. HOSP DE URG E EMERG DE CACOAL - HEURO,4,1,3,2,1,0,0,0,0,0,0,0,
21/09/2020 11:33:19,Ji-Paraná,Hospital Cândido Rondon Ji-Paraná - HCR,5,2,3,6,5,0,0,0,0,0,0,0,
21/09/2020 10:04:14,Ji-Paraná,hospital dr. claudionor couto roriz,38,17,21,0,0,0,2,0,2,0,0,0,
22/09/2020 08:31:36,Vilhena,Hospital Adamastor Teixeira de Oliveira,20,4,16,20,3,0,0,0,0,0,0,0,
22/09/2020 08:57:32,Ji-Paraná,hospital dr. claudionor couto roriz,38,17,21,0,0,0,2,0,2,0,0,0,
22/09/2020 09:19:10,Ariquemes,CENTRO DE AFECÇÕES RESPIRATÓRIAS,14,9,5,18,8,0,2,0,2,0,0,0,
22/09/2020 09:52:36,Jaru,Hospital Municipal Sandoval de Araújo Dantas -Jaru,9,1,8,5,3,0,0,0,0,0,0,0,
22/09/2020 09:54:06,Jaru,Centro de Atendimento ao Covid-19 Jaru,8,3,5,0,0,0,0,0,0,0,0,0,
22/09/2020 10:37:14,Ariquemes,HOSPITAL MUNICIPAL DA CRIANÇA (CNES 2494280),0,0,0,0,0,0,5,1,4,0,0,0,
22/09/2020 07:22:12,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,14,14,0,8,8,0,0,0,0,0,0,0,
22/09/2020 08:26:30,Porto Velho,Hospital Infantil Cosme e Damião – HICD,0,0,0,0,0,7,18,5,13,7,0,7,
22/09/2020 08:38:57,Buritis,Hospital Regional de Buritis – HRB,14,2,12,0,0,0,0,0,0,0,0,0,
22/09/2020 08:42:57,São Francisco do Guaporé,Hosp. Reg. de São Fco do Guaporé,9,1,8,1,0,0,0,0,0,0,0,0,
22/09/2020 08:43:37,Ji-Paraná,Hospital Cândido Rondon Ji-Paraná - HCR,5,2,3,6,5,0,0,0,0,0,0,0,
22/09/2020 08:48:30,Porto Velho,Hospital do Amor,49,20,29,12,9,0,0,0,0,0,0,0,
22/09/2020 08:54:29,Porto Velho,Assistência Médica Intensiva – AMI,0,0,0,35,8,0,0,0,0,0,0,0,
22/09/2020 08:56:03,Porto Velho,Samar,10,5,5,20,17,0,0,0,0,0,0,0,
22/09/2020 09:08:19,Porto Velho,Hospital de Campanha Zona Leste,20,8,12,20,10,0,0,0,0,0,0,0,
22/09/2020 09:36:09,Porto Velho,Hospital de Campanha,51,24,27,20,11,0,0,0,0,0,0,0,
22/09/2020 09:57:00,Porto Velho,Hospital de Base Dr. Ary Pinheiro – HB,40,25,15,10,3,1,0,0,0,2,1,1,
22/09/2020 09:57:02,Porto Velho,Hospital Regional de Extrema - HRE,5,1,4,0,0,0,0,0,0,0,0,0,
22/09/2020 10:01:29,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,4,2,2,2,1,0,0,0,0,0,0,0,
22/09/2020 10:20:37,Cacoal,Hospital Regional de Cacoal – HRC,20,13,7,28,20,1,3,0,3,1,0,1,
22/09/2020 10:34:11,Porto Velho,Cemetron,60,52,8,19,14,0,0,0,0,0,0,0,
23/09/2020 08:43:58,Vilhena,Hospital Adamastor Teixeira de Oliveira,20,5,15,20,3,0,0,0,0,0,0,0,
23/09/2020 09:16:31,Ji-Paraná,hospital dr. claudionor couto roriz,38,18,20,0,0,0,2,0,2,0,0,0,
23/09/2020 09:52:28,Ariquemes,CENTRO DE AFECÇÕES RESPIRATÓRIAS,14,5,9,18,9,0,0,0,0,0,0,0,
23/09/2020 10:13:40,Jaru,Centro de Atendimento ao Covid-19 Jaru,8,4,4,0,0,0,0,0,0,0,0,0,
23/09/2020 10:17:01,Jaru,Hospital Muncipial Sandoval de Araújo Dantas - Jaru,9,0,9,5,3,0,0,0,0,0,0,0,
23/09/2020 10:55:30,Ariquemes,HOSPITAL MUNICIPAL DA CRIANÇA,0,0,0,0,0,0,5,0,5,0,0,0,
23/09/2020 07:28:17,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,14,14,0,8,8,0,0,0,0,0,0,0,
23/09/2020 08:31:04,Porto Velho,Hospital do Amor,49,16,33,12,9,0,0,0,0,0,0,0,
23/09/2020 08:36:30,Porto Velho,Hospital Regional de Extrema - HRE,5,0,5,0,0,0,0,0,0,0,0,0,
23/09/2020 08:51:05,Ji-Paraná,Hospital Cândido Rondon Ji-Paraná - HCR,5,4,1,6,4,0,0,0,0,0,0,0,
23/09/2020 08:51:31,Porto Velho,Hospital de Campanha,51,25,26,20,12,0,0,0,0,0,0,0,
23/09/2020 09:25:07,Porto Velho,Samar,10,3,7,20,18,0,0,0,0,0,0,0,
23/09/2020 09:31:17,Buritis,Hospital Regional de Buritis – HRB,14,3,11,0,0,0,0,0,0,0,0,0,
23/09/2020 09:32:50,Porto Velho,Hospital de Campanha Zona Leste,20,9,11,20,8,0,0,0,0,0,0,0,
23/09/2020 09:35:16,São Francisco do Guaporé,Hosp. Reg. de São Fco do Guaporé,9,1,8,1,0,0,0,0,0,0,0,0,
23/09/2020 09:35:46,Porto Velho,Assistência Médica Intensiva – AMI,0,0,0,35,7,0,0,0,0,0,0,0,
23/09/2020 10:07:45,Cacoal,Hospital Regional de Cacoal – HRC,20,11,9,28,20,1,3,0,3,1,0,1,
23/09/2020 10:36:48,Cacoal,10. HOSP DE URG E EMERG DE CACOAL - HEURO,4,1,3,2,2,0,0,0,0,0,0,0,
23/09/2020 10:39:00,Porto Velho,Cemetron,60,52,8,19,12,0,0,0,0,0,0,0,
23/09/2020 11:01:32,Porto Velho,Hospital de Base Dr. Ary Pinheiro – HB,40,33,7,10,4,2,0,0,0,2,0,2,
23/09/2020 11:10:35,Porto Velho,Hospital Infantil Cosme e Damião – HICD,0,0,0,0,0,7,18,1,17,7,0,7,
24/09/2020 09:04:29,Vilhena,Hospital Adamastor Teixeira de Oliveira,20,6,14,20,3,0,0,0,0,0,0,0,
24/09/2020 09:46:19,Jaru,Hospital Municipal Sandoval de Araujo Dantas Jaru,9,1,8,5,3,0,0,0,0,0,0,0,
24/09/2020 10:03:24,Jaru,Centro de Atendimento ao Covid-19 Jaru,8,3,5,0,0,0,0,0,0,0,0,0,
24/09/2020 10:24:09,Ji-Paraná,hospital dr. claudionor couto roriz,38,6,32,0,0,0,2,0,2,0,0,0,
24/09/2020 10:29:14,Ariquemes,CENTRO DE AFECÇÕES RESPIRATÓRIAS,14,5,9,18,9,0,0,0,0,0,0,0,
24/09/2020 10:43:21,Ariquemes,Hospital Municipal da Criança (HMC),0,0,0,0,0,0,5,1,4,0,0,0,
24/09/2020 07:12:07,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,14,14,0,8,8,0,0,0,0,0,0,0,
24/09/2020 08:18:52,Ji-Paraná,Hospital Cândido Rondon Ji-Paraná - HCR,5,4,1,6,6,0,0,0,0,0,0,0,
24/09/2020 08:35:26,Porto Velho,Hospital Regional de Extrema - HRE,5,0,5,0,0,0,0,0,0,0,0,0,
24/09/2020 08:38:00,São Francisco do Guaporé,Hosp. Reg. de São Fco do Guaporé,9,2,7,1,0,0,0,0,0,0,0,0,
24/09/2020 08:42:10,Porto Velho,Hospital de Campanha,51,25,26,20,13,0,0,0,0,0,0,0,
24/09/2020 08:46:57,Porto Velho,Hospital Infantil Cosme e Damião – HICD,0,0,0,0,0,7,18,2,16,7,0,7,
24/09/2020 08:56:19,Porto Velho,Samar,10,4,6,20,18,0,0,0,0,0,0,0,
24/09/2020 09:17:23,Porto Velho,Hospital de Base Dr. Ary Pinheiro – HB,40,22,18,10,5,2,0,0,0,2,0,2,
24/09/2020 09:22:36,Porto Velho,Hospital do Amor,49,17,32,12,9,0,0,0,0,0,0,0,
24/09/2020 10:08:09,Cacoal,Hospital Regional de Cacoal – HRC,20,10,10,28,22,1,3,0,3,1,0,1,
24/09/2020 10:11:44,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,4,1,3,2,2,0,0,0,0,0,0,0,
24/09/2020 10:12:18,Porto Velho,Hospital de Campanha Zona Leste,20,9,11,20,7,0,0,0,0,0,0,0,
24/09/2020 10:41:06,Buritis,Hospital Regional de Buritis – HRB,14,3,11,0,0,0,0,0,0,0,0,0,
24/09/2020 10:43:21,Porto Velho,Cemetron,60,50,10,19,11,0,0,0,0,0,0,0,
24/09/2020 11:21:09,Porto Velho,Assistência Médica Intensiva – AMI,0,0,0,35,6,0,0,0,0,0,0,0,
25/09/2020 08:33:24,Vilhena,Hospital Adamastor Teixeira de Oliveira,20,5,15,20,4,0,0,0,0,0,0,0,
25/09/2020 09:28:56,Ji-Paraná,hospital dr. claudionor couto roriz,38,6,32,0,0,0,2,0,2,0,0,0,
25/09/2020 09:48:59,Jaru,Hospital Municipal Sandoval de Araujo Dantas Jaru,9,1,8,5,3,0,0,0,0,0,0,0,
25/09/2020 09:53:37,Jaru,Centro de Atendimento ao Covid-19 Jaru,8,1,7,0,0,0,0,0,0,0,0,0,
25/09/2020 10:43:59,Ariquemes,CENTRO DE AFECÇÕES RESPIRATÓRIAS,14,4,10,18,9,0,0,0,0,0,0,0,
25/09/2020 11:14:24,Ariquemes,HOSPITAL MUNICIPAL DA CRIANÇA,0,0,0,0,0,0,5,0,5,0,0,0,
25/09/2020 07:21:11,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,14,14,0,8,8,0,0,0,0,0,0,0,
25/09/2020 08:37:45,Porto Velho,Cemetron,60,49,11,19,11,0,0,0,0,0,0,0,
25/09/2020 08:48:28,Porto Velho,Hospital Infantil Cosme e Damião – HICD,0,0,0,0,0,7,18,2,16,7,0,7,
25/09/2020 08:51:51,Porto Velho,Assistência Médica Intensiva – AMI,0,0,0,35,6,0,0,0,0,0,0,0,
25/09/2020 08:53:15,São Francisco do Guaporé,Hosp. Reg. de São Fco do Guaporé,9,4,5,1,0,0,0,0,0,0,0,0,
25/09/2020 09:24:17,Porto Velho,Hospital de Campanha,51,26,25,20,11,0,0,0,0,0,0,0,
25/09/2020 09:24:29,Porto Velho,Hospital do Amor,49,19,30,12,8,0,0,0,0,0,0,0,
25/09/2020 10:06:57,Porto Velho,Samar,10,4,6,20,19,0,0,0,0,0,0,0,
25/09/2020 10:17:02,Ji-Paraná,Hospital Cândido Rondon Ji-Paraná - HCR,5,4,1,6,6,0,0,0,0,0,0,0,
25/09/2020 10:32:50,Porto Velho,Hospital de Base Dr. Ary Pinheiro – HB,40,22,18,10,4,2,0,0,0,2,0,2,
25/09/2020 10:36:30,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,4,0,4,2,0,0,0,0,0,0,0,0,
25/09/2020 10:39:11,Cacoal,Hospital Regional de Cacoal – HRC,20,7,13,28,28,1,3,0,3,1,0,1,
25/09/2020 10:42:10,Buritis,Hospital Regional de Buritis – HRB,14,4,10,0,0,0,0,0,0,0,0,0,
25/09/2020 11:28:03,Porto Velho,Hospital Regional de Extrema - HRE,5,0,5,0,0,0,0,0,0,0,0,0,
25/09/2020 11:28:29,Porto Velho,Hospital de Campanha Zona Leste,20,9,11,20,6,0,0,0,0,0,0,0,
26/09/2020 09:57:02,Ariquemes,CENTRO DE AFECÇÕES RESPIRATÓRIAS,14,5,9,18,9,0,0,0,0,0,0,0,
26/09/2020 11:35:50,Vilhena,Hospital Adamastor Teixeira de Oliveira,20,6,14,20,4,0,0,0,0,0,0,0,
26/09/2020 11:41:09,Jaru,Hospital Municipal Sandoval de Araujo Dantas Jaru,9,0,9,5,4,0,0,0,0,0,0,0,
26/09/2020 11:43:26,Jaru,Centro de Atendimento ao Covid-19 Jaru,8,2,6,0,0,0,0,0,0,0,0,0,
26/09/2020 11:52:29,Ariquemes,Hospital municipal da criança ,0,0,0,0,0,0,5,0,5,0,0,0,
26/09/2020 13:05:48,Ji-Paraná,hospital dr. claudionor couto roriz,38,8,30,0,0,0,2,0,2,0,0,0,
26/09/2020 07:18:18,Porto Velho,Assistência Médica Intensiva – AMI,0,0,0,35,6,0,0,0,0,0,0,0,
26/09/2020 09:56:27,São Francisco do Guaporé,Hosp. Reg. de São Fco do Guaporé,9,4,5,1,0,0,0,0,0,0,0,0,
26/09/2020 08:01:50,Porto Velho,Hospital Infantil Cosme e Damião – HICD,0,0,0,0,0,7,18,5,13,7,0,7,
26/09/2020 08:18:53,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,14,14,0,8,8,0,0,0,0,0,0,0,
26/09/2020 08:20:50,Ji-Paraná,Hospital Cândido Rondon Ji-Paraná - HCR,5,4,1,6,6,0,0,0,0,0,0,0,
26/09/2020 08:24:09,Porto Velho,Hospital Regional de Extrema - HRE,5,0,5,0,0,0,0,0,0,0,0,0,
26/09/2020 09:35:54,Porto Velho,Hospital do Amor,49,22,27,12,7,0,0,0,0,0,0,0,
26/09/2020 09:53:31,Porto Velho,Cemetron,60,51,9,19,10,0,0,0,0,0,0,0,
26/09/2020 09:56:27,São Francisco do Guaporé,Hosp. Reg. de São Fco do Guaporé,9,4,5,1,0,0,0,0,0,0,0,0,
26/09/2020 09:59:08,Buritis,Hospital Regional de Buritis – HRB,14,3,11,0,0,0,0,0,0,0,0,0,
26/09/2020 10:11:40,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,4,0,4,2,0,0,0,0,0,0,0,0,
26/09/2020 10:19:18,Porto Velho,Hospital de Campanha,51,29,22,20,8,0,0,0,0,0,0,0,
26/09/2020 10:20:42,Porto Velho,Samar,10,4,6,20,20,0,0,0,0,0,0,0,
26/09/2020 10:52:58,Porto Velho,Hospital de Base Dr. Ary Pinheiro – HB,40,23,17,10,4,2,0,0,0,2,0,2,
26/09/2020 10:55:41,Cacoal,Hospital Regional de Cacoal – HRC,20,9,11,28,26,1,3,0,3,1,0,1,
26/09/2020 11:02:46,Porto Velho,Hospital de Campanha Zona Leste,20,9,11,20,6,0,0,0,0,0,0,0,
27/09/2020 08:42:03,Ji-Paraná,Hospital dr ckaudionor couto roriz,38,8,30,0,0,0,2,0,2,0,0,0,
27/09/2020 10:06:08,Jaru,Hospital Municipal Sandoval de Araujo Dantas Jaru ,9,0,9,5,3,0,0,0,0,0,0,0,
27/09/2020 10:16:25,Jaru,Centro de Atendimento ao Covid-19 Jaru,8,3,5,0,0,0,0,0,0,0,0,0,
27/09/2020 10:37:45,Ariquemes,CENTRO DE AFECÇÕES RESPIRATÓRIAS,14,4,10,18,10,0,0,0,0,0,0,0,
27/09/2020 10:41:32,Ariquemes,HOSPITAL MUNICIPAL DA CRIANÇA ,0,0,0,0,0,0,5,0,5,0,0,0,
27/09/2020 11:40:30,Vilhena,Hospital Adamastor Teixeira de Oliveira,20,8,12,20,2,0,0,0,0,0,0,0,
27/09/2020 07:24:00,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,14,14,0,8,8,0,0,0,0,0,0,0,
27/09/2020 08:07:31,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,4,1,3,2,1,0,0,0,0,0,0,0,
27/09/2020 08:15:31,São Francisco do Guaporé,Hosp. Reg. de São Fco do Guaporé,9,3,6,1,0,0,0,0,0,0,0,0,
27/09/2020 08:17:24,Porto Velho,Hospital Infantil Cosme e Damião – HICD,0,0,0,0,0,7,18,5,13,7,0,7,
27/09/2020 08:55:40,Ji-Paraná,Hospital Cândido Rondon Ji-Paraná - HCR,5,3,2,6,6,0,0,0,0,0,0,0,
27/09/2020 09:18:52,Porto Velho,Cemetron,60,51,9,19,12,0,0,0,0,0,0,0,
27/09/2020 09:20:05,Porto Velho,Hospital de Campanha Zona Leste,20,10,10,20,6,0,0,0,0,0,0,0,
27/09/2020 09:27:00,Porto Velho,Hospital do Amor,49,26,23,12,7,0,0,0,0,0,0,0,
27/09/2020 09:34:56,Porto Velho,Hospital de Campanha,51,26,25,20,5,0,0,0,0,0,0,0,
27/09/2020 09:51:21,Porto Velho,Hospital Regional de Extrema - HRE,5,0,5,0,0,0,0,0,0,0,0,0,
27/09/2020 10:11:50,Porto Velho,Samar,10,4,6,20,20,0,0,0,0,0,0,0,
27/09/2020 10:23:54,Cacoal,Hospital Regional de Cacoal – HRC,20,9,11,28,26,1,3,0,3,1,0,1,
27/09/2020 11:05:47,Porto Velho,Hospital de Base Dr. Ary Pinheiro – HB,40,21,19,10,4,2,0,0,0,2,0,2,
27/09/2020 11:32:56,Buritis,Hospital Regional de Buritis – HRB,14,3,11,0,0,0,0,0,0,0,0,0,
27/09/2020 11:41:09,Porto Velho,Assistência Médica Intensiva – AMI,0,0,1,35,6,0,0,0,0,0,0,0,
28/09/2020 09:31:21,Jaru,Centro de Atendimento ao Covid-19 Jaru,8,4,4,0,0,0,0,0,0,0,0,0,
28/09/2020 09:32:36,Jaru,Hospital Municipal Sandoval de Araujo Dantas Jaru,9,0,9,5,3,0,0,0,0,0,0,0,
28/09/2020 09:38:25,Vilhena,Hospital Adamastor Teixeira de Oliveira,20,7,13,20,4,0,0,0,0,0,0,0,
28/09/2020 09:51:27,Ariquemes,HOSPITAL MUNICIPAL DA CRIANÇA (HMC),0,0,0,0,0,0,5,1,4,0,0,0,
28/09/2020 10:49:16,Ji-Paraná,hospital dr. claudionor couto roriz,28,8,20,0,0,0,2,0,2,0,0,0,
28/09/2020 11:04:52,Ariquemes,CENTRO DE AFECÇÕES RESPIRATÓRIAS,14,6,8,18,9,0,0,0,0,0,0,0,
28/09/2020 07:21:02,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,14,14,0,8,8,0,0,0,0,0,0,0,
28/09/2020 07:46:28,Porto Velho,Hospital Infantil Cosme e Damião – HICD,0,0,0,0,0,7,18,5,13,7,0,7,
28/09/2020 08:22:48,Porto Velho,Hospital de Campanha,51,30,21,20,6,0,0,0,0,0,0,0,
28/09/2020 08:36:07,Ji-Paraná,Hospital Cândido Rondon Ji-Paraná - HCR,5,1,4,6,5,0,0,0,0,0,0,0,
28/09/2020 09:01:54,Porto Velho,Samar,10,4,6,20,20,0,0,0,0,0,0,0,
28/09/2020 09:03:37,Porto Velho,Hospital Regional de Extrema - HRE,5,0,5,0,0,0,0,0,0,0,0,0,
28/09/2020 09:29:32,Porto Velho,Hospital do Amor,49,27,22,12,7,0,0,0,0,0,0,0,
28/09/2020 09:38:07,Porto Velho,Cemetron,60,51,9,19,12,0,0,0,0,0,0,0,
28/09/2020 09:56:53,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,4,0,4,2,1,0,0,0,0,0,0,0,
28/09/2020 10:07:48,Porto Velho,Hospital de Campanha Zona Leste,20,9,11,20,5,0,0,0,0,0,0,0,
28/09/2020 10:18:04,Cacoal,Hospital Regional de Cacoal – HRC,20,8,12,28,26,1,3,0,3,1,0,1,
28/09/2020 10:21:19,São Francisco do Guaporé,Hosp. Reg. de São Fco do Guaporé,9,3,6,1,0,0,0,0,0,0,0,0,
28/09/2020 10:52:16,Buritis,Hospital Regional de Buritis – HRB,14,5,9,0,0,0,0,0,0,0,0,0,
28/09/2020 11:23:34,Porto Velho,Hospital de Base Dr. Ary Pinheiro – HB,40,18,22,10,2,2,0,0,0,2,0,2,
28/09/2020 11:25:42,Porto Velho,Assistência Médica Intensiva – AMI,0,0,0,35,6,0,0,0,0,0,0,0,
18/09/2020 07:34:18,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,14,14,0,8,8,0,0,0,0,0,0,0,
18/09/2020 07:56:45,Porto Velho,Hospital Regional de Extrema - HRE,5,1,4,0,0,0,0,0,0,0,0,0,
18/09/2020 07:58:02,São Francisco do Guaporé,Hosp. Reg. de São Fco do Guaporé,9,2,7,1,0,0,0,0,0,0,0,0,
18/09/2020 08:02:29,Porto Velho,Hospital Infantil Cosme e Damião – HICD,0,0,0,0,0,7,18,2,16,7,0,7,
18/09/2020 08:09:51,Buritis,Hospital Regional de Buritis – HRB,14,5,9,0,0,0,0,0,0,0,0,0,
18/09/2020 08:32:40,Ji-Paraná,Hospital Cândido Rondon Ji-Paraná - HCR,10,4,6,6,5,0,0,0,0,0,0,0,
18/09/2020 08:37:22,Porto Velho,Samar,10,5,5,20,18,0,0,0,0,0,0,0,
18/09/2020 08:53:46,Porto Velho,Hospital do Amor,49,12,37,12,11,0,0,0,0,0,0,0,
18/09/2020 09:04:22,Porto Velho,Hospital de Campanha Zona Leste,20,12,8,20,3,0,0,0,0,0,0,0,
18/09/2020 09:36:10,Porto Velho,Hospital de Campanha,51,21,30,20,14,0,0,0,0,0,0,0,
18/09/2020 10:00:42,Porto Velho,Cemetron,60,51,9,19,13,0,0,0,0,0,0,0,
18/09/2020 10:03:38,Porto Velho,Hospital de Base Dr. Ary Pinheiro – HB,40,23,17,10,4,2,0,0,0,2,0,2,
18/09/2020 10:08:57,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,4,1,3,2,0,0,0,0,0,0,0,0,
18/09/2020 11:34:31,Cacoal,Hospital Regional de Cacoal – HRC,20,6,14,28,20,1,3,0,3,1,0,1,
18/09/2020 11:35:47,Porto Velho,Assistência Médica Intensiva – AMI,0,0,0,35,12,0,0,0,0,0,0,0,
18/09/2020 08:17:27,Ariquemes,Centro de Afecções Respiratórias - Ariquemes,14,5,9,18,7,0,2,0,2,0,0,0,
18/09/2020 08:41:09,Vilhena,Hospital Adamastor Teixeira de Oliveira,20,5,15,20,5,0,0,0,0,0,0,0,
18/09/2020 09:46:48,Ji-Paraná,hospital dr. claudionor couto roriz,38,27,11,0,0,0,2,0,2,0,0,0,
18/09/2020 10:19:53,Jaru,Hospital Municipal Sandoval de Araujo Dantas Jaru,9,0,9,5,3,0,0,0,0,0,0,0,
18/09/2020 10:26:38,Jaru,Centro de Aendimento ao Covid-19 Jaru,8,4,4,0,0,0,0,0,0,0,0,0,
28/10/2020 00:00:00,Ariquemes,CENTRO DE AFECÇÕES RESPIRATÓRIAS,14,6,8,18,11,0,0,0,0,0,0,0,
28/10/2020 00:00:00,Vilhena,Hospital Adamastor Teixeira de Oliveira,20,7,13,20,5,0,0,0,0,0,0,0,
28/10/2020 00:00:00,Ji-Paraná,Hospital dr. Claudionor couto roriz,28,7,20,0,0,0,2,0,2,0,0,0,
28/10/2020 00:00:00,Jaru,Hospital Municipal Sandoval de Araújo Dantas - Jaru - Jaru,9,0,9,5,2,0,0,0,0,0,0,0,
28/10/2020 00:00:00,Jaru,Centro de Atendimento ao Covid-19 Jaru,8,5,3,0,0,0,0,0,0,0,0,0,
28/10/2020 00:00:00,Ariquemes,Hospital Municipal da Criança ,0,0,0,0,0,0,5,0,5,0,0,0,
29/09/2020 08:27:27,Ariquemes,CENTRO DE AFECÇÕES RESPIRATÓRIAS,14,6,8,18,11,0,0,0,0,0,0,0,
29/09/2020 08:46:22,Vilhena,Hospital Adamastor Teixeira de Oliveira,20,7,13,20,5,0,0,0,0,0,0,0,
29/09/2020 10:15:31,Ji-Paraná,Hospital dr. Claudionor couto roriz,28,7,20,0,0,0,2,0,2,0,0,0,
29/09/2020 10:21:05,Jaru,Hospital Municipal Sandoval de Araújo Dantas - Jaru - Jaru,9,0,9,5,2,0,0,0,0,0,0,0,
29/09/2020 10:27:39,Jaru,Centro de Atendimento ao Covid-19 Jaru,8,5,3,0,0,0,0,0,0,0,0,0,
29/09/2020 11:16:43,Ariquemes,Hospital Municipal da Criança ,0,0,0,0,0,0,5,0,5,0,0,0,
30/09/2020 08:02:11,Vilhena,Hospital Adamastor Teixeira de Oliveira,20,7,13,20,6,0,0,0,0,0,0,0,
30/09/2020 09:29:28,Ariquemes,CENTRO DE AFECÇÕES RESPIRATÓRIAS,14,7,7,18,9,0,0,0,0,0,0,0,
30/09/2020 09:39:32,Ariquemes,Hospital Municipal da CRIANÇA (HMC),0,0,0,0,0,0,5,1,4,0,0,0,
30/09/2020 10:00:14,Ji-Paraná,hospital dr. claudionor couto roriz,28,9,19,0,0,0,2,0,2,0,0,0,
30/09/2020 10:14:13,Jaru,Centro de Atendimento ao Covid -19 Jaru,8,4,4,0,0,0,0,0,0,0,0,0,
30/09/2020 10:19:03,Jaru,Hospital Municipal Sandoval de Araujo Dantas Jaru,9,0,9,5,2,0,0,0,0,0,0,0,
29/09/2020 07:12:34,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,14,14,0,8,8,0,0,0,0,0,0,0,
29/09/2020 08:11:42,Ji-Paraná,Hospital Cândido Rondon Ji-Paraná - HCR,5,1,4,6,6,0,0,0,0,0,0,0,
29/09/2020 08:37:23,Porto Velho,Hospital Infantil Cosme e Damião – HICD,0,0,0,0,0,7,18,5,13,7,0,7,
29/09/2020 08:39:48,Porto Velho,Samar,10,3,7,20,19,0,0,0,0,0,0,0,
29/09/2020 08:48:51,Porto Velho,Assistência Médica Intensiva – AMI,0,0,0,35,6,0,0,0,0,0,0,0,
